ID,頭文字,品目名,小型家電回収対象,出し方,出し方のポイント
1078,こ,腰袋,,燃やすごみ,
1079,こ,コーヒーカプセル,,プラスチック資源,
1080,こ,コサージュ,,燃やすごみ,
1082,こ,梱包紙,,古紙(雑誌・その他の紙）,
1083,こ,コンタクトレンズ洗浄液ボトル,,プラスチック資源,
1084,こ,コップ立て(金属製),,小さな金属類,
1085,こ,コップ立て,,燃やすごみ,プラスチックのみでできたものはプラスチック資源へ。木製のものは燃やすごみへ。金属製のものは小さな金属類へ
1086,こ,梱包用緩衝シート(プラスチック製),,プラスチック資源,広げて50cm以上のものは燃やすごみへ
1087,こ,ゴムひも,,燃やすごみ,
1088,こ,コーキングガン(金属製),,小さな金属類,30cm以上のものは粗大ごみへ プラスチック製のものは燃やすごみへ
1089,こ,コバエ捕獲殺虫剤,,燃やすごみ,
1090,こ,ごみ箱のふた,,プラスチック資源,50cm以上のものは粗大ごみへ。金属製で30㎝以上のものは粗大ごみへ、30㎝未満のものは小さな金属類へ
1091,こ,コーキング材容器(プラスチック製),,プラスチック資源,アルミチューブのものは小さな金属類へ
1092,こ,コーヒー・ティーメーカー(ガラス製),,燃えないごみ,50㎝以上のものは粗大ごみへ
1093,こ,粉チーズの容器(プラスチック製),,プラスチック資源,紙製のものは燃やすごみへ
1094,こ,コーナーガード,,燃やすごみ,プラスチックのみでできたものはプラスチック資源へ
1095,こ,コゼー,,燃やすごみ,
1096,こ,小麦粉等の袋(紙製),,燃やすごみ,
1097,こ,子ども用敷きマット,,燃やすごみ,畳んで50cm以上のものは粗大ごみへ
1098,こ,コルク製のふた,,燃やすごみ,
1099,こ,ゴルフクラブのカバー,,燃やすごみ,
1100,こ,コンタクトレンズ洗浄機,◎,燃やすごみ,電池・充電池は電池類へ。充電池を取り外せないものは、他の燃やすごみとは別の袋で出す。
1101,こ,コンタクトレンズ(使い捨て)の容器,,プラスチック資源,
1102,こ,ゴムハンマー,,燃やすごみ,
1103,こ,独楽(金属製),,小さな金属類,
1104,こ,ゴムポール,,粗大ごみ,50㎝未満のものは燃やすごみへ
1106,こ,コートスタンド,,粗大ごみ,50㎝未満のものは燃やすごみへ
1107,こ,高度計(プラスチック製),,燃やすごみ,
1108,こ,高度計(金属製),,小さな金属類,
1109,こ,小麦粘土,,燃やすごみ,
1110,こ,ゴルフ用マーカー(金属製),,小さな金属類,
1111,こ,ゴルフ用マーカー(プラスチック製),,プラスチック資源,
1112,こ,碁笥,,燃やすごみ,プラスチックのみでできたものはプラスチック資源へ
1113,こ,琥珀,,燃やすごみ,指輪など金属がついているものは小さな金属類へ
1114,こ,コースター(セラミック・陶器製・珪藻土),,燃えないごみ,"石綿(アスベスト)含有の珪藻土製品は、市では収集できません。回収方法等については、販売店・メーカーへお問合せください。詳しくは<a href=""https://www.city.yokohama.lg.jp/kurashi/sumai-kurashi/gomi-recycle/gomi/shushufuka/asubesuto.html"">市ホームページ</a>へ。
"
1115,こ,ゴルフの練習器具(金属製),,小さな金属類,30cm以上のものは粗大ごみへ
1116,こ,ゴルフの練習器具(金属製以外),,燃やすごみ,50cm以上のものは粗大ごみへ
1117,こ,コーヒーメジャー,,小さな金属類,プラスチックのみでできたものはプラスチック資源へ。木製のものは燃やすごみへ
1118,こ,ごみ袋スタンド,,粗大ごみ,金属製で30㎝未満のものは小さな金属類へ。木製で50㎝未満のものは燃やすごみへ。プラスチックのみでできたもので50cm未満のものはプラスチック資源へ
1119,こ,コレクションボックス,,燃やすごみ,50cm以上のものは粗大ごみへ。50cm未満でプラスチックのみのものはプラスチック資源へ
1120,さ,在宅医療用のビニールバッグ・チューブ・カテーテル類,,燃やすごみ,"プラマークがあるものでも、燃やすごみへ。
針がついているものは医療機関・薬局または燃やすごみ(中身が確認できる堅い容器に入れて蓋を閉めて出す)。"
1121,さ,サイドボード,,粗大ごみ,
1122,さ,酒の入っていたペットボトル,,缶・びん・ペットボトル,ペットボトルマークを確認
1123,さ,酒類の紙パック,,燃やすごみ,内側がアルミでないものは水洗いして切り開き、古紙(紙パック)へ
1124,さ,雑誌(月刊誌、週刊誌、漫画本),,古紙(雑誌・その他の紙）,
1125,さ,雑誌の紙以外(ビニール、革、布)の表紙,,燃やすごみ,
1126,さ,殺虫剤(エアゾール缶),,スプレー缶,中身を使い切って 穴はあけない。キャップはプラスチック資源へ。中身が出せなくなったものについては収集事務所に相談
1127,さ,殺虫剤の包装フィルム,,プラスチック資源,
1128,さ,座布団,,燃やすごみ,一番長い辺が50㎝以上のものは粗大ごみへ
1129,さ,サングラス(レンズがプラスチック製),,燃やすごみ,プラスチックのみでできたものはプラスチック資源へ
1130,さ,サングラス(レンズがガラス製),,燃えないごみ,新聞紙等に包み品名を表示する
1131,さ,サンダル,,燃やすごみ,プラスチックのみでできたものはプラスチック資源へ
1132,さ,サーフボード,,粗大ごみ,
1133,さ,財布,,燃やすごみ,
1134,さ,材木,,粗大ごみ,50cm未満のものは燃やすごみへ
1136,さ,サマーベッド,,粗大ごみ,
1137,さ,ざる,,燃やすごみ,プラスチックのみでできたものはプラスチック資源へ
1138,さ,三角コーナー,,プラスチック資源,金属製のものは小さな金属類へ
1139,さ,三脚(金属製),,小さな金属類,30cm以上のものは粗大ごみへ
1140,さ,サンバイザー,,燃やすごみ,
1141,さ,三輪車,,粗大ごみ,
1142,さ,酒びん(陶器製),,燃えないごみ,
1143,さ,サイドテーブル,,粗大ごみ,金属製で30㎝未満のものは小さな金属類へ 金属製以外のもので50㎝未満のものは燃やすごみへ
1144,さ,裁縫箱,,燃やすごみ,プラスチックのみでできたものはプラスチック資源へ
1145,さ,作業服(つなぎ),,古布,
1146,さ,サニタリーボックス(プラスチック製),,プラスチック資源,金属製のものは小さな金属類へ。陶器製のものは燃えないごみへ
1147,さ,殺虫剤(薬剤蒸散式),,プラスチック資源,薬剤反応で成分を噴出し、使いきりのもの(容器)。内側の金属容器は小さな金属類へ
1148,さ,殺虫剤のボトル,,プラスチック資源,使い切って出す。電気式の殺虫剤機器に使う液体ボトルも対象。エアゾール缶タイプのものはスプレー缶へ。
1149,さ,殺虫剤(電池・電気式),,燃やすごみ,電池・充電池は電池類へ。充電池を取り外せないものは、他の燃やすごみとは別の袋で出す。
1150,さ,酒びん(ガラス製),,缶・びん・ペットボトル,
1151,さ,雑紙(ざつがみ),,古紙(雑誌・その他の紙）,
1152,さ,サラダスピナー,,燃やすごみ,プラスチックのみでできたものはプラスチック資源へ。ガラスボウルは燃えないごみへ。蓋が金属製の場合は小さな金属類へ
1153,さ,サンドバック,,粗大ごみ,
1155,さ,サスペンダー,,燃やすごみ,
1156,さ,サンゴ(工芸品),,燃やすごみ,
1157,さ,三角表示板,,燃やすごみ,
1158,さ,祭壇,,粗大ごみ,
1159,さ,裁断機(金属製),,粗大ごみ,30cm未満のものは小さな金属類へ
1160,さ,サポーター,,燃やすごみ,
1161,さ,サイドミラー・バックミラー(車・バイク用),,燃えないごみ,プラスチックのカバー部分の割合が多いものは、燃やすごみへ。 金属製のカバー部分の割合が多いがのものは小さな金属類へ
1162,さ,サーフボードケース,,燃やすごみ,畳んで50cm以上のものは粗大ごみへ
1163,さ,サンドイッチの包み,,プラスチック資源,
1164,さ,さらし,,古布,洗濯して乾かしてから。
1165,さ,サーモマグ,,小さな金属類,
1166,さ,殺虫灯,,燃やすごみ,
1167,さ,酸素マスク,,燃やすごみ,
1168,さ,散水器,,燃やすごみ,金属製の場合は小さな金属類へ
1170,さ,サイコロ,,プラスチック資源,
1172,さ,サイクルコンピューター,◎,燃やすごみ,電池・充電池は電池類へ。充電池を取り外せないものは、他の燃やすごみとは別の袋で出す。
1173,さ,差込形電線コネクタ,,燃やすごみ,
1174,さ,サイディング,,粗大ごみ,"50㎝未満のものは燃えないごみへ、30cm以下のものは小さな金属類へ"
1175,さ,皿立て(金属製),,小さな金属類,
1176,さ,皿立て(プラ・木製),,燃やすごみ,プラスチックのみでできたものはプラスチック資源へ
1177,さ,指し棒,,小さな金属類,
1178,さ,サイクルメーター,◎,燃やすごみ,電池・充電池は電池類へ。充電池を取り外せないものは、他の燃やすごみとは別の袋で出す。
1179,さ,サンドイッチメーカー,,燃やすごみ,金属製のものは小さな金属類へ
1180,さ,サニタリーバッグ,,燃やすごみ,
1181,さ,雑誌の切り抜き,,古紙(雑誌・その他の紙）,
1182,さ,サンプラー,◎,燃やすごみ,"電池・充電池は電池類へ。充電池を取り外せないものは、他の燃やすごみとは別の袋で出す。
50cm以上のものは粗大ごみへ。"
1183,さ,三脚(カーボン製),,燃やすごみ,50cm以上のものは粗大ごみへ
1184,さ,酸素缶,,スプレー缶,中身を使い切って 穴はあけない。キャップはプラスチック資源へ。中身が出せなくなったものについては収集事務所に相談
1185,さ,散水スプリンクラー,,燃やすごみ,金属製のものは小さな金属類へ
1186,さ,サッカーゴール(家庭用),,粗大ごみ,プラスチックのみで、各パーツが50㎝未満になるものは、プラスチック資源へ
1187,さ,搾乳器,◎,燃やすごみ,"ガラス製の哺乳瓶は外して、燃えないごみへ。
電池・充電池は電池類へ。充電池を取り外せないものは、他の燃やすごみとは別の袋で出す。"
1188,さ,柵(金属製以外),,粗大ごみ,50㎝未満のものは燃やすごみへ
1189,さ,サプリメントの容器(プラスチック製),,プラスチック資源,
1190,さ,殺鼠剤の容器,,プラスチック資源,使い切って出す。袋に入ったまま使用するタイプのものは燃やすごみへ
1191,し,CD等(ケースも含む),,プラスチック資源,
1192,し,CDプレーヤー,,粗大ごみ,"プラスチック製で50㎝未満のものは燃やすごみへ(電池・充電池は電池類へ。充電池を取り外せないものは、他の燃やすごみとは別の袋で出す。)。
金属製で30㎝未満のものは小さな金属類へ。"
1193,し,シーツ,,古布,洗濯して乾かしてから。綿が入っているものは燃やすごみへ
1194,し,ジーンズ,,古布,洗濯して乾かしてから
1195,し,地下足袋,,燃やすごみ,
1196,し,磁石,,燃えないごみ,
1197,し,下着類,,古布,洗濯して乾かしてから
1198,し,下敷き(プラスチック製),,プラスチック資源,
1199,し,湿布,,燃やすごみ,
1200,し,湿布の外箱(紙製),,古紙(雑誌・その他の紙）,折りたたんで
1201,し,湿布の内袋,,燃やすごみ,プラマークのあるものはプラスチック資源へ
1202,し,湿布の表面に貼ってあるフィルム,,プラスチック資源,
1204,し,自転車,,粗大ごみ,
1205,し,シャープペンシルの芯ケース(プラスチック製),,プラスチック資源,
1206,し,蛇口・水栓(自分で取り外したもののみ),,小さな金属類,請負工事に伴い取り外したものは業者に処分を依頼する。
1207,し,ジャッキ,,小さな金属類,30cm以上のものは粗大ごみへ
1208,し,写真(ネガ),,プラスチック資源,
1209,し,写真(印画紙),,古紙(雑誌・その他の紙）,
